
T2174 029:057 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 029:166 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0924ms total)
T2174 029:278 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 029:387 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 029:498 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 029:608 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 029:718 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 029:828 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 029:937 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 030:047 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 030:157 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 030:267 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 80 (0000ms, 0924ms total)
T2174 030:377 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 030:487 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 030:595 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 030:704 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 030:815 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 030:925 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 031:036 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 031:146 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 031:257 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0924ms total)
T2174 031:367 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 031:477 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 031:572 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 031:681 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 031:791 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 031:901 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 032:011 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 032:122 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 032:232 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 032:343 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0924ms total)
T2174 032:453 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 032:565 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 032:675 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 032:784 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 032:894 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 56 (0000ms, 0924ms total)
T2174 033:002 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 033:113 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 033:224 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 033:336 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0924ms total)
T2174 033:432 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 033:541 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 033:650 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 033:762 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 033:870 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 033:981 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 034:091 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 034:201 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 034:312 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 034:424 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0924ms total)
T2174 034:535 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 034:648 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 034:758 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 034:853 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 034:962 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 035:073 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 035:183 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 035:293 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0008ms, 0932ms total)
T2174 035:402 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0932ms total)
T2174 035:511 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 035:621 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 035:730 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 035:841 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 035:951 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 036:062 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 036:171 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 036:280 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 036:389 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0932ms total)
T2174 036:498 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 036:609 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 036:720 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 036:831 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 036:943 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 037:052 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 037:161 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 037:271 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 037:382 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 037:492 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0932ms total)
T2174 037:602 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 037:712 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 037:821 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 037:930 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 038:039 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 038:149 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 038:246 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 038:356 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 038:468 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 307 (0000ms, 0932ms total)
T2174 038:578 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 038:688 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 038:798 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 038:908 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 039:017 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 28 (0000ms, 0932ms total)
T2174 039:127 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 24 (0000ms, 0932ms total)
T2174 039:237 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 039:347 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 039:456 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 039:565 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0932ms total)
T2174 039:673 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 039:783 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 039:894 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 040:004 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 040:114 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 040:224 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 040:333 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 040:445 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 040:554 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0932ms total)
T2174 040:663 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 040:772 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 040:882 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 040:992 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 041:103 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 041:199 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 041:310 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 041:421 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 041:532 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 041:642 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0932ms total)
T2174 041:752 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 041:861 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 041:971 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 042:080 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0932ms total)
T2174 042:274 JLINK_Close() (0014ms, 0946ms total)
T2174 042:274  (0014ms, 0946ms total)
T2174 042:274 Closed (0014ms, 0946ms total)
