
T2174 015:907 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 016:016 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 016:126 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 016:235 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 016:344 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 016:455 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 016:565 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 016:676 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 016:786 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 016:896 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 017:005 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 017:115 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 017:223 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 017:334 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 017:443 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 017:551 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 017:661 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 017:770 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 017:883 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 017:991 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
